AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A694427,Frida,2015-10-17 17:20:00,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Blue/White
A718256,Milo,2015-12-26 14:01:00,Return_to_owner,,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A691205,,2014-10-31 15:58:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A693619,Lolly,2015-10-29 11:54:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A703658,,2015-06-09 17:18:00,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A388691,Blaze,2015-11-29 18:40:00,Return_to_owner,,Dog,Neutered Male,12 years,Miniature Schnauzer Mix,Black/Gray
A679536,Smokey,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A693085,Peanut,2014-12-07 11:32:00,Transfer,Partner,Dog,Neutered Male,9 months,Cairn Terrier,Tan
A701535,Alaska,2015-05-27 16:42:00,Adoption,,Cat,Spayed Female,11 years,Domestic Longhair Mix,Blue Tabby/White
A676220,Gucci,2014-04-09 19:10:00,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White
A689751,Penelope,2014-10-14 16:50:00,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie
A707739,Frida,2015-10-04 19:04:00,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue
A715212,Julio,2015-11-04 19:01:00,Adoption,,Dog,Neutered Male,2 months,Cocker Spaniel/Labrador Retriever,Brown/White
A687997,Otter,2014-09-22 15:33:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A689378,,2014-10-11 12:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A709295,Bane,2015-08-08 11:35:00,Return_to_owner,,Dog,Neutered Male,2 years,Boerboel,Fawn
A702258,,2015-05-25 14:14:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A714526,,2015-11-11 12:19:00,Adoption,Foster,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black
A672251,Lilly,2014-02-23 13:40:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie
A704961,Calcifer,2015-07-10 13:50:00,Adoption,,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A702765,,2015-05-17 16:02:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby
A705094,Magna,2015-07-05 14:00:00,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Blue/White
A706743,Lil Man,2015-07-07 18:34:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Buff
A567057,Rocky,2015-09-14 13:41:00,Euthanasia,Suffering,Dog,Neutered Male,10 years,Cardigan Welsh Corgi/Australian Shepherd,Tricolor
A483240,Frassina,2013-12-04 13:33:00,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Longhair/Persian,Blue Cream
A699570,Lee,2015-05-26 14:50:00,Euthanasia,Suffering,Cat,Neutered Male,5 years,Siamese Mix,Seal Point
A694289,Osiris,2015-01-08 00:00:00,Return_to_owner,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
A711950,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A717837,Mr. B,2015-12-28 14:35:00,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Orange Tabby/White
A710425,Sophia,2015-08-26 17:06:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,White
A696419,Puffy,2015-02-12 18:31:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Anatol Shepherd,White
A692191,,2014-11-20 14:36:00,Euthanasia,Suffering,Dog,Intact Female,8 years,Beagle Mix,Tricolor
A719525,Kumani,2016-01-22 18:46:00,Return_to_owner,,Dog,Spayed Female,10 years,Rhod Ridgeback/German Shepherd,Tan
A668480,,2013-12-04 14:39:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A666526,Scruffy,2013-11-15 16:23:00,Transfer,Partner,Dog,Neutered Male,1 year,Cairn Terrier Mix,White/Tan
A669075,Timmy,2014-01-02 18:19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A686385,,2014-08-22 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A680554,Twitter,2014-06-28 13:45:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A669413,,2013-12-24 15:14:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor
A668907,Darma,2014-01-18 12:16:00,Adoption,,Cat,Spayed Female,11 years,Manx Mix,Blue/White
A686118,Ingrid,2014-08-24 14:23:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A708423,Gilbert,2015-08-03 00:00:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A673323,Coco,2014-02-23 17:36:00,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan
A686550,,2014-08-24 16:44:00,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby
A688477,,2014-09-23 13:46:00,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Black/White
A689999,Carrie,2014-11-08 13:23:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A668701,Cupid,2013-12-15 14:10:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A693538,,2014-12-12 11:07:00,Transfer,Partner,Dog,Spayed Female,1 month,German Shepherd Mix,Black/Brown
A710449,Compadre,2015-08-28 14:16:00,Return_to_owner,,Dog,Intact Male,2 years,German Shepherd Mix,Black/White
A712993,Lotus,2015-10-10 13:55:00,Transfer,Partner,Dog,Spayed Female,1 year,Dachshund Mix,Black
A690262,Dinky,2014-10-21 17:34:00,Return_to_owner,,Dog,Neutered Male,2 years,Bichon Frise Mix,White
A684625,Loki,2014-08-13 17:14:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A717784,Ezra,2015-12-20 17:05:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A706112,Acadia,2015-07-05 17:46:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A685611,Freeway,2014-11-02 17:54:00,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A718780,,2016-01-07 14:10:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A665228,Guthrie,2013-10-19 18:22:00,Transfer,Partner,Dog,Neutered Male,7 months,Labrador Retriever Mix,Yellow
A668545,Twiggy,2013-12-21 13:55:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A699224,Gunner,2015-03-25 18:00:00,Return_to_owner,,Dog,Neutered Male,3 years,American Bulldog Mix,Chocolate/White
A633267,Felix,2014-04-20 10:58:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A680016,,2014-06-02 15:16:00,Euthanasia,Aggressive,Dog,Intact Female,4 years,Pit Bull Mix,Blue
A716763,,2015-11-29 11:51:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Sable
A679938,Rico,2015-01-05 16:07:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black
A679811,,2014-06-08 12:19:00,Died,In Kennel,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby/White
A686856,Kilo,2014-09-16 18:26:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White
A701132,Chikito,2015-04-26 18:59:00,Return_to_owner,,Dog,Neutered Male,2 years,Soft Coated Wheaten Terrier Mix,Brown
A714174,,2015-10-19 15:57:00,Return_to_owner,,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A695641,,2015-01-24 17:57:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Chocolate/Brown
A678317,,2014-05-08 13:58:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A694248,,2014-12-28 14:09:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A695170,Tucker,2015-01-17 13:16:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Buff
A663781,Bailey,2013-11-25 17:52:00,Adoption,Foster,Dog,Spayed Female,4 months,Anatol Shepherd Mix,Tan/White
A710369,Georgia,2015-08-23 19:05:00,Return_to_owner,,Dog,Spayed Female,2 months,German Shepherd Mix,Red
A700356,Peanut,2015-06-15 18:09:00,Adoption,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan
A704229,Ginger Paris,2015-07-11 14:54:00,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Buff
A664688,Apollo,2014-03-21 17:00:00,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black
A674133,Justin,2014-03-14 12:37:00,Transfer,Partner,Dog,Neutered Male,2 months,Basset Hound/Australian Cattle Dog,Blue Tick/Brown Brindle
A687754,Penny,2014-11-15 13:15:00,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A667288,Bailey,2013-12-27 12:13:00,Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A669147,Pinky,2013-12-16 18:51:00,Return_to_owner,,Dog,Neutered Male,3 years,Catahoula Mix,White/Brown Brindle
A672747,Bella,2014-02-23 16:53:00,Adoption,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/White
A687015,,2014-08-31 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,White/Orange Tabby
A666588,Milton,2013-12-28 09:24:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A707245,Sophia,2015-07-15 11:29:00,Adoption,,Dog,Intact Female,2 months,Labrador Retriever Mix,Buff
A678204,Sweetie Pie,2014-06-10 13:28:00,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A628369,Lucky,2015-01-11 18:42:00,Adoption,,Dog,Neutered Male,10 years,Lhasa Apso/Miniature Poodle,Cream
A712769,Theo,2015-09-29 18:07:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Terrier Mix,Brown/Black
A665413,Anabel,2013-10-24 15:41:00,Transfer,Partner,Dog,Spayed Female,4 months,Plott Hound Mix,Brown Brindle/White
A719412,Freya,2016-01-30 17:33:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A670564,Marty,2014-04-20 18:55:00,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Brown Brindle
A705311,,2015-06-20 18:14:00,Adoption,,Dog,Spayed Female,2 months,Boxer Mix,Brown/White
A717080,,2015-12-02 11:21:00,Return_to_owner,,Dog,Intact Male,2 years,Redbone Hound Mix,Red
A715169,James Raeh,2015-11-07 17:21:00,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Brown Brindle/White
A668614,,2013-12-09 15:02:00,Transfer,Partner,Dog,Intact Female,6 years,Yorkshire Terrier Mix,Brown/Black
A718045,Lilly,2015-12-27 17:04:00,Adoption,,Dog,Spayed Female,4 months,Miniature Schnauzer,Gray/Black
A712092,Nacho,2015-10-07 14:23:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A715531,Roco,2015-11-30 12:21:00,Return_to_owner,,Dog,Neutered Male,6 years,Miniature Schnauzer Mix,Gray/White
A686306,,2014-08-20 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue/White
A662258,,2013-10-20 16:39:00,Died,In Foster,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A681021,Zelda,2014-06-14 17:42:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A664838,,2013-10-09 19:29:00,Transfer,Partner,Cat,Intact Male,2 weeks,Siamese Mix,Lynx Point
A717526,Mars,2015-12-13 17:34:00,Adoption,,Dog,Neutered Male,3 years,Maltese Mix,White
A671474,Princess,2014-01-31 14:52:00,Euthanasia,Aggressive,Dog,Spayed Female,6 years,Pit Bull Mix,Red
A719971,Peanut,2016-02-04 18:00:00,Adoption,,Dog,Neutered Male,2 months,Dachshund/Beagle,Brown/White
A712089,Peanut,2015-09-20 11:52:00,Transfer,Partner,Dog,Neutered Male,5 years,Pug/Pekingese,Brown
A696535,Shiner,2015-02-21 16:33:00,Adoption,,Dog,Neutered Male,7 months,Australian Cattle Dog Mix,Brown Merle/White
A669791,,2013-12-28 16:22:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A635999,Millie,2013-12-31 11:48:00,Return_to_owner,,Dog,Spayed Female,10 years,Jack Russell Terrier Mix,White/Tan
A672895,Mona,2015-06-03 18:08:00,Adoption,,Dog,Spayed Female,2 years,Doberman Pinsch Mix,Black/Tan
A641048,Blacky,2014-10-03 13:21:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A704867,,2015-06-09 17:47:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A694324,Ursa,2015-01-07 17:26:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Buff
A684871,Boomer,2014-07-30 12:28:00,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A711013,,2015-08-31 19:24:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Calico
A702556,Sandy,2015-05-26 12:58:00,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Red/White
A696731,Jax,2015-03-19 11:06:00,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Sable
A710778,Nash,2016-01-07 13:29:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A669886,Sweeney Todd,2014-01-02 18:39:00,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,Gray/Brown
A679392,Lila,2014-07-21 11:39:00,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Black/White
A690448,,2014-10-21 12:57:00,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Orange Tabby/White
A699118,Hollister,2015-04-12 12:34:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan/White
A669021,Jasper,2014-11-29 13:13:00,Return_to_owner,,Dog,Neutered Male,1 year,Catahoula Mix,Red
A717838,Pork Chop,2016-01-06 19:01:00,Return_to_owner,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan
A684132,,2014-07-19 18:34:00,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue/White
A673437,Higgs,2014-03-21 17:55:00,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Cream Tabby
A717138,Cricket,2015-12-06 16:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/White
A682519,Bubbles,2014-07-03 12:43:00,Adoption,,Dog,Spayed Female,1 year,Norfolk Terrier/Yorkshire Terrier,Tan/Black
A709536,Ringo,2015-12-31 13:32:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull/Labrador Retriever,Black/White
A680975,,2014-06-15 14:16:00,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd/Border Collie,Tricolor
A704824,,2015-06-09 16:26:00,Transfer,Partner,Dog,Intact Female,4 months,Australian Kelpie Mix,Brown/White
A669042,Piglet,2013-12-18 16:15:00,Transfer,Partner,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby
A636269,J.J.,2015-05-06 15:21:00,Return_to_owner,,Dog,Neutered Male,3 years,Beagle/Rat Terrier,Tan/White
A707693,Ani,2015-09-05 16:54:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A707448,Sawyer,2015-07-18 20:28:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A702383,Zee,2016-01-30 16:06:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Anatol Shepherd,Brown/Black
A667261,Mika,2013-12-01 15:21:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White/Black
A689622,Flap Jack,2014-10-11 11:56:00,Transfer,Partner,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,Black/White
A699674,Crispin,2015-04-04 18:08:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier/Chihuahua Longhair,Brown/Tricolor
A711205,Bailey,2015-09-03 17:54:00,Return_to_owner,,Dog,Intact Male,15 years,Rat Terrier Mix,Black/White
A664963,Austin,2013-11-05 12:07:00,Adoption,,Dog,Neutered Male,2 years,American Bulldog/Pit Bull,Tan/White
A714577,Dalinda,2015-12-16 18:13:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A670259,Polly,2014-01-10 14:06:00,Transfer,Partner,Dog,Spayed Female,4 years,Skye Terrier Mix,Black
A657783,Dallas,2014-09-05 12:01:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A704407,Truffle,2015-07-18 17:24:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A672247,Charlie,2014-02-10 18:14:00,Adoption,,Dog,Neutered Male,1 year,Maltese/Miniature Poodle,White
A662278,Honeybear,2013-11-04 18:35:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A712719,,2015-09-28 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby/White
A464189,Sushi,2015-10-05 16:26:00,Transfer,Partner,Dog,Spayed Female,9 years,Chihuahua Longhair/Pekingese,White/Red
A693480,Stranger,2014-12-26 15:50:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A676554,Pecos,2014-04-15 08:00:00,Transfer,Partner,Dog,Neutered Male,2 years,German Shorthair Pointer,Liver Tick/White
A720562,Joni,2016-02-21 12:39:00,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A675159,Barbie,2014-03-24 14:41:00,Euthanasia,Suffering,Dog,Intact Female,3 years,Labrador Retriever Mix,Brown
A701170,,2015-04-25 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
A311544,Tanner,2013-10-28 00:03:00,Return_to_owner,,Dog,Neutered Male,16 years,Labrador Retriever/Chinese Sharpei,Brown
A681895,Harriet,2014-06-23 15:40:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A678905,Alice,2015-01-26 19:12:00,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever/Australian Shepherd,Black/White
A660455,Margot,2013-10-02 15:00:00,Adoption,Foster,Cat,Spayed Female,2 months,Snowshoe Mix,Lilac Point
A679930,Dallas,2014-06-01 13:19:00,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A683310,,2014-07-10 09:28:00,Euthanasia,Suffering,Dog,Intact Male,1 weeks,Labrador Retriever Mix,Black/White
A668426,Vega,2014-07-20 11:13:00,Transfer,Partner,Dog,Spayed Female,6 years,Pit Bull Mix,Red/White
A690275,Dexter,2014-11-07 18:39:00,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Sable
A682905,Betty,2014-09-21 18:14:00,Adoption,Foster,Cat,Spayed Female,2 years,Snowshoe Mix,Chocolate Point
A718278,Khloe,2015-12-26 17:16:00,Return_to_owner,,Dog,Intact Female,11 months,Doberman Pinsch Mix,Red/Tan
A678262,,2014-05-06 16:58:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A711418,Monkey,2015-09-11 13:56:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby
A676659,Ginger,2014-05-27 11:42:00,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
A668190,Anatoly,2014-01-19 16:06:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue
A662550,Nemo,2013-11-11 17:06:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A713067,Sammy,2015-10-11 16:33:00,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black
A703680,Riley,2015-06-23 17:39:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A669165,,2013-12-20 16:50:00,Transfer,Partner,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A686960,Tonka,2014-09-01 18:17:00,Return_to_owner,,Dog,Neutered Male,1 year,Mastiff Mix,Tan/Black
A681281,Rose,2014-07-11 16:56:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby
A691737,,2014-11-09 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair,Black/White
A622127,Nala,2014-02-01 12:29:00,Adoption,,Dog,Spayed Female,3 years,American Pit Bull Terrier Mix,White/Brown
A691941,,2014-11-22 13:16:00,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Fawn/White
A687438,Franklin,2014-10-12 17:03:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A683061,Buddy,2014-07-07 18:55:00,Return_to_owner,,Dog,Intact Male,1 year,Staffordshire Mix,Black/White
A682547,Sweet Boy,2015-02-14 11:59:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White
A688428,Avery,2014-11-23 15:24:00,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
A715148,Booboo,2015-11-01 15:05:00,Return_to_owner,,Dog,Intact Male,2 years,Miniature Poodle,Black
A716272,Jasmine,2015-11-19 12:17:00,Return_to_owner,,Dog,Spayed Female,3 years,Rottweiler Mix,Black/Tan
A707456,Lara,2015-09-10 12:36:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Longhair Mix,Blue
A696254,,2015-02-04 15:01:00,Transfer,Partner,Dog,Intact Male,3 weeks,Chihuahua Shorthair,White
A693829,Mesha,2014-12-24 11:01:00,Return_to_owner,,Cat,Spayed Female,4 years,Russian Blue Mix,Gray
A695723,,2015-01-21 12:18:00,Euthanasia,Suffering,Cat,Intact Female,6 years,Domestic Shorthair Mix,Black
A704679,Missy,2015-06-28 18:10:00,Adoption,,Cat,Spayed Female,15 years,Domestic Medium Hair Mix,Black/White
A680782,,2014-06-07 18:37:00,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Brown Tabby
A696811,Donna,2015-02-16 17:52:00,Return_to_owner,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White
A688654,Bramwell,2014-11-04 11:37:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706933,,2015-07-31 14:27:00,Transfer,Partner,Dog,Intact Male,5 years,Dachshund Longhair,Tricolor
A663453,Cricket,2014-01-04 17:58:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,White/Black
A718277,Bob,2016-01-01 15:38:00,Transfer,Partner,Dog,Neutered Male,2 years,Jack Russell Terrier/Rat Terrier,White/Tan
A712522,Jango,2015-10-16 19:30:00,Adoption,,Dog,Neutered Male,10 months,Dachshund Longhair/Pomeranian,Brown/Black
A670868,Bella,2015-08-26 17:37:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A708448,,2015-08-01 17:17:00,Adoption,,Dog,Neutered Male,8 months,Anatol Shepherd/Catahoula,Tan
A706512,Junie,2015-09-12 14:04:00,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan/Black
A671203,Paris,2014-01-25 12:27:00,Return_to_owner,,Dog,Spayed Female,12 years,Dachshund Mix,Red
A470287,Kujo,2014-05-21 17:56:00,Return_to_owner,,Dog,Neutered Male,8 years,Australian Cattle Dog/Chow Chow,Black
A676164,Cragen,2014-05-02 18:15:00,Adoption,,Dog,Neutered Male,10 years,Chihuahua Shorthair/Jack Russell Terrier,Tan/White
A716548,Gracie,2016-01-23 11:35:00,Adoption,,Dog,Spayed Female,1 year,Pharaoh Hound,Red/White
A714029,Ghost,2015-11-08 00:00:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie Point
A708291,Gromit,2015-07-27 11:55:00,Return_to_owner,,Dog,Neutered Male,1 year,Border Terrier/West Highland,Tan/White
A701684,Roxy,2015-06-03 12:50:00,Adoption,Foster,Dog,Spayed Female,12 years,Chow Chow Mix,Red/Black
A708336,Socky,2015-07-30 18:46:00,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White
A674232,Dakota,2014-06-22 15:13:00,Adoption,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Black/Tan
A678056,Bear,2014-05-03 13:37:00,Transfer,Partner,Dog,Intact Male,1 month,Lhasa Apso Mix,Tan
A670498,Lola,2014-01-14 16:50:00,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Black
A693391,Noodle,2015-02-01 17:07:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A684314,,2014-07-27 11:58:00,Transfer,Partner,Dog,Neutered Male,4 months,Anatol Shepherd/German Shepherd,Tan/Black
A711872,Aphrodite,2015-09-17 18:35:00,Return_to_owner,,Cat,Spayed Female,10 years,Domestic Longhair Mix,Brown Tabby
A673610,,2014-03-01 14:01:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A670084,Kayla,2014-01-07 15:45:00,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A704949,Marie,2015-08-09 17:06:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A690423,Lolly,2014-10-23 17:09:00,Euthanasia,Aggressive,Dog,Spayed Female,4 years,Border Collie Mix,Black/White
A678794,Dylan,2014-06-22 17:45:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A647884,Milo,2014-10-28 14:11:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A694424,Sherlock,2015-01-23 13:38:00,Transfer,Partner,Dog,Neutered Male,1 year,Pug Mix,Fawn
A706021,,2015-06-24 16:33:00,Transfer,Partner,Cat,Intact Male,2 weeks,Siamese Mix,Lilac Point
A673848,Spanky,2014-03-04 11:51:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby/White
A706857,Bella,2015-07-05 11:15:00,Return_to_owner,,Dog,Intact Female,7 months,Yorkshire Terrier/Chihuahua Longhair,Black/Tricolor
A669734,,2014-01-15 13:56:00,Adoption,Foster,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Black/White
